NCBI_GeneID	Symbol	Gene_Type	SwissProt_Accessions
123477797	LOC123477797	BIOLOGICAL_REGION	
123477798	LOC123477798	BIOLOGICAL_REGION	
123477799	LOC123477799	BIOLOGICAL_REGION	
123477800	LOC123477800	BIOLOGICAL_REGION	
123477801	LOC123477801	BIOLOGICAL_REGION	
123477802	LOC123477802	BIOLOGICAL_REGION	
123477803	LOC123477803	BIOLOGICAL_REGION	
123477804	LOC123477804	BIOLOGICAL_REGION	
123477805	LOC123477805	BIOLOGICAL_REGION	
123477806	LOC123477806	BIOLOGICAL_REGION	
123477807	LOC123477807	BIOLOGICAL_REGION	
123477808	LOC123477808	BIOLOGICAL_REGION	
123477809	LOC123477809	BIOLOGICAL_REGION	
123477810	LOC123477810	BIOLOGICAL_REGION	
123480920	LOC123480920	BIOLOGICAL_REGION	
123480921	LOC123480921	BIOLOGICAL_REGION	
123480922	LOC123480922	BIOLOGICAL_REGION	
123480923	LOC123480923	BIOLOGICAL_REGION	
123480924	LOC123480924	BIOLOGICAL_REGION	
123480925	LOC123480925	BIOLOGICAL_REGION	
123480926	LOC123480926	BIOLOGICAL_REGION	
123480927	LOC123480927	BIOLOGICAL_REGION	
123480928	LOC123480928	BIOLOGICAL_REGION	
123480929	LOC123480929	BIOLOGICAL_REGION	
123480930	LOC123480930	BIOLOGICAL_REGION	
123480931	LOC123480931	BIOLOGICAL_REGION	
123480932	LOC123480932	BIOLOGICAL_REGION	
123480933	LOC123480933	BIOLOGICAL_REGION	
123480934	LOC123480934	BIOLOGICAL_REGION	
123480935	LOC123480935	BIOLOGICAL_REGION	
123480936	LOC123480936	BIOLOGICAL_REGION	
123480937	LOC123480937	BIOLOGICAL_REGION	
123480938	LOC123480938	BIOLOGICAL_REGION	
123480939	LOC123480939	BIOLOGICAL_REGION	
123480940	LOC123480940	BIOLOGICAL_REGION	
123480941	LOC123480941	BIOLOGICAL_REGION	
123480942	LOC123480942	BIOLOGICAL_REGION	
123480943	LOC123480943	BIOLOGICAL_REGION	
123480944	LOC123480944	BIOLOGICAL_REGION	
123480945	LOC123480945	BIOLOGICAL_REGION	
123493216	LOC123493216	BIOLOGICAL_REGION	
123493217	LOC123493217	BIOLOGICAL_REGION	
123493218	LOC123493218	BIOLOGICAL_REGION	
123493219	LOC123493219	BIOLOGICAL_REGION	
123493220	LOC123493220	BIOLOGICAL_REGION	
123493221	LOC123493221	BIOLOGICAL_REGION	
123493222	LOC123493222	BIOLOGICAL_REGION	
123493223	LOC123493223	BIOLOGICAL_REGION	
123493224	LOC123493224	BIOLOGICAL_REGION	
123493225	LOC123493225	BIOLOGICAL_REGION	
123493226	LOC123493226	BIOLOGICAL_REGION	
123493227	LOC123493227	BIOLOGICAL_REGION	
123493228	LOC123493228	BIOLOGICAL_REGION	
123493229	LOC123493229	BIOLOGICAL_REGION	
123493230	LOC123493230	BIOLOGICAL_REGION	
123493231	LOC123493231	BIOLOGICAL_REGION	
123493232	LOC123493232	BIOLOGICAL_REGION	
123493233	LOC123493233	BIOLOGICAL_REGION	
123493234	LOC123493234	BIOLOGICAL_REGION	
123493235	LOC123493235	BIOLOGICAL_REGION	
123493236	LOC123493236	BIOLOGICAL_REGION	
123493237	LOC123493237	BIOLOGICAL_REGION	
123493238	LOC123493238	BIOLOGICAL_REGION	
123493239	LOC123493239	BIOLOGICAL_REGION	
123493240	LOC123493240	BIOLOGICAL_REGION	
123493241	LOC123493241	BIOLOGICAL_REGION	
123493242	LOC123493242	BIOLOGICAL_REGION	
123493243	LOC123493243	BIOLOGICAL_REGION	
123493244	LOC123493244	BIOLOGICAL_REGION	
123493245	LOC123493245	BIOLOGICAL_REGION	
123493246	LOC123493246	BIOLOGICAL_REGION	
123493247	LOC123493247	BIOLOGICAL_REGION	
123493248	LOC123493248	BIOLOGICAL_REGION	
123493249	LOC123493249	BIOLOGICAL_REGION	
123493250	LOC123493250	BIOLOGICAL_REGION	
123493251	LOC123493251	BIOLOGICAL_REGION	
123493252	LOC123493252	BIOLOGICAL_REGION	
123493253	LOC123493253	BIOLOGICAL_REGION	
123493254	LOC123493254	BIOLOGICAL_REGION	
123493255	LOC123493255	BIOLOGICAL_REGION	
123493256	LOC123493256	BIOLOGICAL_REGION	
123493257	LOC123493257	BIOLOGICAL_REGION	
123493258	LOC123493258	BIOLOGICAL_REGION	
123493259	LOC123493259	BIOLOGICAL_REGION	
123493260	LOC123493260	BIOLOGICAL_REGION	
123493261	LOC123493261	BIOLOGICAL_REGION	
123493262	LOC123493262	BIOLOGICAL_REGION	
123493263	LOC123493263	BIOLOGICAL_REGION	
123493264	LOC123493264	BIOLOGICAL_REGION	
123493265	LOC123493265	BIOLOGICAL_REGION	
123493266	LOC123493266	BIOLOGICAL_REGION	
123493267	LOC123493267	BIOLOGICAL_REGION	
123493268	LOC123493268	BIOLOGICAL_REGION	
123493269	LOC123493269	BIOLOGICAL_REGION	
123493270	LOC123493270	BIOLOGICAL_REGION	
123493271	LOC123493271	BIOLOGICAL_REGION	
123493272	LOC123493272	BIOLOGICAL_REGION	
123493273	LOC123493273	BIOLOGICAL_REGION	
123493274	LOC123493274	BIOLOGICAL_REGION	
123493275	LOC123493275	BIOLOGICAL_REGION	
123493276	LOC123493276	BIOLOGICAL_REGION	
123493277	LOC123493277	BIOLOGICAL_REGION	
123493278	LOC123493278	BIOLOGICAL_REGION	
123493279	LOC123493279	BIOLOGICAL_REGION	
123493280	LOC123493280	BIOLOGICAL_REGION	
123493281	LOC123493281	BIOLOGICAL_REGION	
123493282	LOC123493282	BIOLOGICAL_REGION	
123493283	LOC123493283	BIOLOGICAL_REGION	
123493284	LOC123493284	BIOLOGICAL_REGION	
123493285	LOC123493285	BIOLOGICAL_REGION	
123493286	LOC123493286	BIOLOGICAL_REGION	
123493287	LOC123493287	BIOLOGICAL_REGION	
123493288	LOC123493288	BIOLOGICAL_REGION	
123493289	LOC123493289	BIOLOGICAL_REGION	
123493290	LOC123493290	BIOLOGICAL_REGION	
123493291	LOC123493291	BIOLOGICAL_REGION	
123493292	LOC123493292	BIOLOGICAL_REGION	
123493293	LOC123493293	BIOLOGICAL_REGION	
123493294	LOC123493294	BIOLOGICAL_REGION	
123493295	LOC123493295	BIOLOGICAL_REGION	
123493296	LOC123493296	BIOLOGICAL_REGION	
123493297	LOC123493297	BIOLOGICAL_REGION	
123493298	LOC123493298	BIOLOGICAL_REGION	
123493299	LOC123493299	BIOLOGICAL_REGION	
123493300	LOC123493300	BIOLOGICAL_REGION	
123493301	LOC123493301	BIOLOGICAL_REGION	
123493302	LOC123493302	BIOLOGICAL_REGION	
123493303	LOC123493303	BIOLOGICAL_REGION	
123493304	LOC123493304	BIOLOGICAL_REGION	
123493305	LOC123493305	BIOLOGICAL_REGION	
123493306	LOC123493306	BIOLOGICAL_REGION	
123493307	LOC123493307	BIOLOGICAL_REGION	
123493308	LOC123493308	BIOLOGICAL_REGION	
123493309	LOC123493309	BIOLOGICAL_REGION	
123493310	LOC123493310	BIOLOGICAL_REGION	
123493311	LOC123493311	BIOLOGICAL_REGION	
123493312	LOC123493312	BIOLOGICAL_REGION	
123493313	LOC123493313	BIOLOGICAL_REGION	
123493314	LOC123493314	BIOLOGICAL_REGION	
123493315	LOC123493315	BIOLOGICAL_REGION	
123493316	LOC123493316	BIOLOGICAL_REGION	
123493317	LOC123493317	BIOLOGICAL_REGION	
123493318	LOC123493318	BIOLOGICAL_REGION	
123493319	LOC123493319	BIOLOGICAL_REGION	
123493320	LOC123493320	BIOLOGICAL_REGION	
123493321	LOC123493321	BIOLOGICAL_REGION	
123493322	LOC123493322	BIOLOGICAL_REGION	
123493323	LOC123493323	BIOLOGICAL_REGION	
123493324	LOC123493324	BIOLOGICAL_REGION	
123493325	LOC123493325	BIOLOGICAL_REGION	
123493326	LOC123493326	BIOLOGICAL_REGION	
123493327	LOC123493327	BIOLOGICAL_REGION	
123493329	LOC123493329	BIOLOGICAL_REGION	
123493330	LOC123493330	BIOLOGICAL_REGION	
123493331	LOC123493331	BIOLOGICAL_REGION	
123493332	LOC123493332	BIOLOGICAL_REGION	
123493333	LOC123493333	BIOLOGICAL_REGION	
123493334	LOC123493334	BIOLOGICAL_REGION	
123493335	LOC123493335	BIOLOGICAL_REGION	
123497905	LOC123497905	BIOLOGICAL_REGION	
123497906	LOC123497906	BIOLOGICAL_REGION	
123497907	LOC123497907	BIOLOGICAL_REGION	
123497908	LOC123497908	BIOLOGICAL_REGION	
123497909	LOC123497909	BIOLOGICAL_REGION	
123497910	LOC123497910	BIOLOGICAL_REGION	
123497911	LOC123497911	BIOLOGICAL_REGION	
123497912	LOC123497912	BIOLOGICAL_REGION	
123497913	LOC123497913	BIOLOGICAL_REGION	
123497914	LOC123497914	BIOLOGICAL_REGION	
123497915	LOC123497915	BIOLOGICAL_REGION	
123497916	LOC123497916	BIOLOGICAL_REGION	
123497917	LOC123497917	BIOLOGICAL_REGION	
123497918	LOC123497918	BIOLOGICAL_REGION	
123497919	LOC123497919	BIOLOGICAL_REGION	
123497920	LOC123497920	BIOLOGICAL_REGION	
123497921	LOC123497921	BIOLOGICAL_REGION	
123497922	LOC123497922	BIOLOGICAL_REGION	
123497923	LOC123497923	BIOLOGICAL_REGION	
123497924	LOC123497924	BIOLOGICAL_REGION	
123497925	LOC123497925	BIOLOGICAL_REGION	
123497926	LOC123497926	BIOLOGICAL_REGION	
123497928	LOC123497928	BIOLOGICAL_REGION	
123497929	LOC123497929	BIOLOGICAL_REGION	
123497930	LOC123497930	BIOLOGICAL_REGION	
123497931	LOC123497931	BIOLOGICAL_REGION	
123497932	LOC123497932	BIOLOGICAL_REGION	
123497933	LOC123497933	BIOLOGICAL_REGION	
123497934	LOC123497934	BIOLOGICAL_REGION	
123497935	LOC123497935	BIOLOGICAL_REGION	
123497936	LOC123497936	BIOLOGICAL_REGION	
123497937	LOC123497937	BIOLOGICAL_REGION	
123497938	LOC123497938	BIOLOGICAL_REGION	
123497939	LOC123497939	BIOLOGICAL_REGION	
123497940	LOC123497940	BIOLOGICAL_REGION	
123497941	LOC123497941	BIOLOGICAL_REGION	
123497942	LOC123497942	BIOLOGICAL_REGION	
123497943	LOC123497943	BIOLOGICAL_REGION	
123497944	LOC123497944	BIOLOGICAL_REGION	
123497945	LOC123497945	BIOLOGICAL_REGION	
123497946	LOC123497946	BIOLOGICAL_REGION	
123497947	LOC123497947	BIOLOGICAL_REGION	
123497948	LOC123497948	BIOLOGICAL_REGION	
123497949	LOC123497949	BIOLOGICAL_REGION	
123497950	LOC123497950	BIOLOGICAL_REGION	
123497951	LOC123497951	BIOLOGICAL_REGION	
123497953	LOC123497953	BIOLOGICAL_REGION	
123497954	LOC123497954	BIOLOGICAL_REGION	
123497955	LOC123497955	BIOLOGICAL_REGION	
123497956	LOC123497956	BIOLOGICAL_REGION	
123497957	LINC02965	ncRNA	
123497958	LOC123497958	BIOLOGICAL_REGION	
123497959	LOC123497959	BIOLOGICAL_REGION	
123497960	LOC123497960	BIOLOGICAL_REGION	
123497961	LOC123497961	BIOLOGICAL_REGION	
123497962	LOC123497962	BIOLOGICAL_REGION	
123497963	LOC123497963	BIOLOGICAL_REGION	
123497964	LOC123497964	BIOLOGICAL_REGION	
123497965	LOC123497965	BIOLOGICAL_REGION	
123497966	LOC123497966	BIOLOGICAL_REGION	
123497967	LOC123497967	BIOLOGICAL_REGION	
123497968	LOC123497968	BIOLOGICAL_REGION	
123497969	LOC123497969	BIOLOGICAL_REGION	
123497970	LOC123497970	BIOLOGICAL_REGION	
123497971	LOC123497971	BIOLOGICAL_REGION	
123497972	LOC123497972	BIOLOGICAL_REGION	
123497973	LOC123497973	BIOLOGICAL_REGION	
123497974	LOC123497974	BIOLOGICAL_REGION	
123497975	LOC123497975	BIOLOGICAL_REGION	
123497976	LOC123497976	BIOLOGICAL_REGION	
123497977	LOC123497977	BIOLOGICAL_REGION	
123497978	LOC123497978	BIOLOGICAL_REGION	
123522801	LOC123522801	BIOLOGICAL_REGION	
123522802	LOC123522802	BIOLOGICAL_REGION	
123522803	LOC123522803	BIOLOGICAL_REGION	
123522804	LOC123522804	BIOLOGICAL_REGION	
123522805	LOC123522805	BIOLOGICAL_REGION	
123522806	LOC123522806	BIOLOGICAL_REGION	
123566730	LOC123566730	BIOLOGICAL_REGION	
123566731	LOC123566731	BIOLOGICAL_REGION	
123566732	LOC123566732	BIOLOGICAL_REGION	
123566733	LOC123566733	BIOLOGICAL_REGION	
123566734	LOC123566734	BIOLOGICAL_REGION	
123575580	LOC123575580	BIOLOGICAL_REGION	
123575581	LOC123575581	BIOLOGICAL_REGION	
123575582	LOC123575582	BIOLOGICAL_REGION	
123575583	LOC123575583	BIOLOGICAL_REGION	
123575584	LOC123575584	BIOLOGICAL_REGION	
123575585	LOC123575585	BIOLOGICAL_REGION	
123575586	LOC123575586	BIOLOGICAL_REGION	
123575587	LOC123575587	BIOLOGICAL_REGION	
123575588	LOC123575588	BIOLOGICAL_REGION	
123575589	LOC123575589	BIOLOGICAL_REGION	
123575590	LOC123575590	BIOLOGICAL_REGION	
123575592	LOC123575592	BIOLOGICAL_REGION	
123575593	LOC123575593	BIOLOGICAL_REGION	
123575594	LOC123575594	BIOLOGICAL_REGION	
123575595	LOC123575595	BIOLOGICAL_REGION	
123575596	LOC123575596	BIOLOGICAL_REGION	
123575597	LOC123575597	BIOLOGICAL_REGION	
123575598	LOC123575598	BIOLOGICAL_REGION	
123575599	LOC123575599	BIOLOGICAL_REGION	
123575600	LOC123575600	BIOLOGICAL_REGION	
123575601	LOC123575601	BIOLOGICAL_REGION	
123575602	LOC123575602	BIOLOGICAL_REGION	
123575603	LOC123575603	BIOLOGICAL_REGION	
123575604	LOC123575604	BIOLOGICAL_REGION	
123575605	LOC123575605	BIOLOGICAL_REGION	
123575606	LOC123575606	BIOLOGICAL_REGION	
123575607	LOC123575607	BIOLOGICAL_REGION	
123575608	LOC123575608	BIOLOGICAL_REGION	
123575609	LOC123575609	BIOLOGICAL_REGION	
123575610	LOC123575610	BIOLOGICAL_REGION	
123575611	LOC123575611	BIOLOGICAL_REGION	
123575612	LOC123575612	BIOLOGICAL_REGION	
123575614	LOC123575614	BIOLOGICAL_REGION	
123575615	LOC123575615	BIOLOGICAL_REGION	
123575616	LOC123575616	BIOLOGICAL_REGION	
123575617	LOC123575617	BIOLOGICAL_REGION	
123575618	LOC123575618	BIOLOGICAL_REGION	
123575619	LOC123575619	BIOLOGICAL_REGION	
123575620	LOC123575620	BIOLOGICAL_REGION	
123575621	LOC123575621	BIOLOGICAL_REGION	
123575622	LOC123575622	BIOLOGICAL_REGION	
123575623	LOC123575623	BIOLOGICAL_REGION	
123575624	LOC123575624	BIOLOGICAL_REGION	
123575625	LOC123575625	BIOLOGICAL_REGION	
123575626	LOC123575626	BIOLOGICAL_REGION	
123575627	LOC123575627	BIOLOGICAL_REGION	
123575628	LOC123575628	BIOLOGICAL_REGION	
123575629	LOC123575629	BIOLOGICAL_REGION	
123575630	LOC123575630	BIOLOGICAL_REGION	
123575631	LOC123575631	BIOLOGICAL_REGION	
123575632	LOC123575632	BIOLOGICAL_REGION	
123575633	LOC123575633	BIOLOGICAL_REGION	
123575634	LOC123575634	BIOLOGICAL_REGION	
123575635	LOC123575635	BIOLOGICAL_REGION	
123575636	LOC123575636	BIOLOGICAL_REGION	
123575637	LOC123575637	BIOLOGICAL_REGION	
123575638	LOC123575638	BIOLOGICAL_REGION	
123575639	LOC123575639	BIOLOGICAL_REGION	
123575640	LOC123575640	BIOLOGICAL_REGION	
123575641	LOC123575641	BIOLOGICAL_REGION	
123575642	LOC123575642	BIOLOGICAL_REGION	
123575643	LOC123575643	BIOLOGICAL_REGION	
123575644	LOC123575644	BIOLOGICAL_REGION	
123575645	LOC123575645	BIOLOGICAL_REGION	
123575646	LOC123575646	BIOLOGICAL_REGION	
123575647	LOC123575647	BIOLOGICAL_REGION	
123575648	LOC123575648	BIOLOGICAL_REGION	
123575649	LOC123575649	BIOLOGICAL_REGION	
123575650	LOC123575650	BIOLOGICAL_REGION	
123575651	LOC123575651	BIOLOGICAL_REGION	
123575652	LOC123575652	BIOLOGICAL_REGION	
123575653	LOC123575653	BIOLOGICAL_REGION	
123575654	LOC123575654	BIOLOGICAL_REGION	
123575655	LOC123575655	BIOLOGICAL_REGION	
123575656	LOC123575656	BIOLOGICAL_REGION	
123575657	LOC123575657	BIOLOGICAL_REGION	
123575658	LOC123575658	BIOLOGICAL_REGION	
123575659	LOC123575659	BIOLOGICAL_REGION	
123575660	LOC123575660	BIOLOGICAL_REGION	
123575661	LOC123575661	BIOLOGICAL_REGION	
123575662	LOC123575662	BIOLOGICAL_REGION	
123575663	LOC123575663	BIOLOGICAL_REGION	
123575664	LOC123575664	BIOLOGICAL_REGION	
123575665	LOC123575665	BIOLOGICAL_REGION	
123575666	LOC123575666	BIOLOGICAL_REGION	
123575667	LOC123575667	BIOLOGICAL_REGION	
123575668	LOC123575668	BIOLOGICAL_REGION	
123575669	LOC123575669	BIOLOGICAL_REGION	
123575670	LOC123575670	BIOLOGICAL_REGION	
123575671	LOC123575671	BIOLOGICAL_REGION	
123575672	LOC123575672	BIOLOGICAL_REGION	
123575673	LOC123575673	BIOLOGICAL_REGION	
123575674	LOC123575674	BIOLOGICAL_REGION	
123575675	LOC123575675	BIOLOGICAL_REGION	
123575676	LOC123575676	BIOLOGICAL_REGION	
123575677	LOC123575677	BIOLOGICAL_REGION	
123575678	LOC123575678	BIOLOGICAL_REGION	
123575679	LOC123575679	BIOLOGICAL_REGION	
123575680	LOC123575680	BIOLOGICAL_REGION	
123620059	LOC123620059	BIOLOGICAL_REGION	
123620060	LOC123620060	BIOLOGICAL_REGION	
123620061	LOC123620061	BIOLOGICAL_REGION	
123620062	LOC123620062	BIOLOGICAL_REGION	
123620063	LOC123620063	BIOLOGICAL_REGION	
123620064	LOC123620064	BIOLOGICAL_REGION	
123620065	LOC123620065	BIOLOGICAL_REGION	
123620066	LOC123620066	BIOLOGICAL_REGION	
123620067	LOC123620067	BIOLOGICAL_REGION	
123620068	LOC123620068	BIOLOGICAL_REGION	
123620069	LOC123620069	BIOLOGICAL_REGION	
123620070	LOC123620070	BIOLOGICAL_REGION	
123620071	LOC123620071	BIOLOGICAL_REGION	
123620072	LOC123620072	BIOLOGICAL_REGION	
123620073	LOC123620073	BIOLOGICAL_REGION	
123620074	LOC123620074	BIOLOGICAL_REGION	
123620075	LOC123620075	BIOLOGICAL_REGION	
123620076	LOC123620076	BIOLOGICAL_REGION	
123620077	LOC123620077	BIOLOGICAL_REGION	
123620078	LOC123620078	BIOLOGICAL_REGION	
123620079	LOC123620079	BIOLOGICAL_REGION	
123620080	LOC123620080	BIOLOGICAL_REGION	
123620081	LOC123620081	BIOLOGICAL_REGION	
123620082	LOC123620082	BIOLOGICAL_REGION	
123620083	LOC123620083	BIOLOGICAL_REGION	
123620084	LOC123620084	BIOLOGICAL_REGION	
123620085	LOC123620085	BIOLOGICAL_REGION	
123620086	LOC123620086	BIOLOGICAL_REGION	
123620087	LOC123620087	BIOLOGICAL_REGION	
123620088	LOC123620088	BIOLOGICAL_REGION	
123620089	LOC123620089	BIOLOGICAL_REGION	
123620090	LOC123620090	BIOLOGICAL_REGION	
123620091	LOC123620091	BIOLOGICAL_REGION	
123620092	LOC123620092	BIOLOGICAL_REGION	
123620093	LOC123620093	BIOLOGICAL_REGION	
123620094	LOC123620094	BIOLOGICAL_REGION	
123620095	LOC123620095	BIOLOGICAL_REGION	
123620096	LOC123620096	BIOLOGICAL_REGION	
123620097	LOC123620097	BIOLOGICAL_REGION	
123620098	LOC123620098	BIOLOGICAL_REGION	
123620099	LOC123620099	BIOLOGICAL_REGION	
123620100	LOC123620100	BIOLOGICAL_REGION	
123620101	LOC123620101	BIOLOGICAL_REGION	
123620102	LOC123620102	BIOLOGICAL_REGION	
123620103	LOC123620103	BIOLOGICAL_REGION	
123620104	LOC123620104	BIOLOGICAL_REGION	
123620105	LOC123620105	BIOLOGICAL_REGION	
123620106	LOC123620106	BIOLOGICAL_REGION	
123620107	LOC123620107	BIOLOGICAL_REGION	
123620108	LOC123620108	BIOLOGICAL_REGION	
123620109	LOC123620109	BIOLOGICAL_REGION	
123620110	LOC123620110	BIOLOGICAL_REGION	
123620111	LOC123620111	BIOLOGICAL_REGION	
123620112	LOC123620112	BIOLOGICAL_REGION	
123620113	LOC123620113	BIOLOGICAL_REGION	
123620114	LOC123620114	BIOLOGICAL_REGION	
123620115	LOC123620115	BIOLOGICAL_REGION	
123620116	LOC123620116	BIOLOGICAL_REGION	
123620117	LOC123620117	BIOLOGICAL_REGION	
123620118	LOC123620118	BIOLOGICAL_REGION	
123620119	LOC123620119	BIOLOGICAL_REGION	
123620120	LOC123620120	BIOLOGICAL_REGION	
123620121	LOC123620121	BIOLOGICAL_REGION	
123620122	LOC123620122	BIOLOGICAL_REGION	
123620123	LOC123620123	BIOLOGICAL_REGION	
123620124	LOC123620124	BIOLOGICAL_REGION	
123620125	LOC123620125	BIOLOGICAL_REGION	
123620126	LOC123620126	BIOLOGICAL_REGION	
123620127	LOC123620127	BIOLOGICAL_REGION	
123689089	LINC02986	ncRNA	
123706505	C1orf50-AS1	PROTEIN_CODING	
123706506	ICAM4-AS1	ncRNA	
123706507	ECI1-AS1	ncRNA	
123706508	RPH3AL-AS2	ncRNA	
123706509	GJD3-AS1	ncRNA	
123706510	LINC02566	ncRNA	
123706511	ZNF888-AS1	ncRNA	
123706512	MAP7-AS1	ncRNA	
123706513	TRABD-AS1	ncRNA	
123706514	SLC16A4-AS1	ncRNA	
123706515	CAMK2G-AS1	ncRNA	
123706516	HNRNPK-AS1	ncRNA	
123706517	PDK1-AS1	ncRNA	
123706518	SMARCA2-AS1	ncRNA	
123706519	RPL30-AS1	ncRNA	
123706520	PRSS23-AS1	ncRNA	
123706521	ITPR2-AS1	ncRNA	
123706522	EIF5-DT	ncRNA	
123706523	CDH3-AS1	ncRNA	
123706524	ACAD9-DT	ncRNA	
123706525	LINC02972	ncRNA	
123706526	ZNF584-DT	ncRNA	
123706527	MVP-DT	ncRNA	
123706528	RUSF1-DT	ncRNA	
123706529	DPH1-AS1	ncRNA	
123706530	LINC02978	ncRNA	
123706531	GUCY2C-AS1	ncRNA	
123706532	LNMICC	ncRNA	
123706533	LINC02980	ncRNA	
123706534	KLC1-AS1	ncRNA	
123706535	TRMT61A-DT	ncRNA	
123706536	SPTBN1-AS2	ncRNA	
123706537	LINC02971	ncRNA	
123706538	SGSM2-AS1	ncRNA	
123706539	LINC02979	ncRNA	
123706540	JTB-DT	ncRNA	
123706541	CKAP2-DT	ncRNA	
123706542	LINC02963	ncRNA	
123706543	FXYD6-AS1	ncRNA	
123706544	GLIPR1-AS1	ncRNA	
123706545	NFATC2IP-AS1	ncRNA	
123706546	LINC02974	ncRNA	
123706547	ZNF778-DT	ncRNA	
123706548	LINC02976	ncRNA	
123706549	TILRLS	ncRNA	
123706550	NFIB-AS1	ncRNA	
123706551	LINC02973		
123744813	LOC123744813	BIOLOGICAL_REGION	
123744814	LOC123744814	BIOLOGICAL_REGION	
123744815	LOC123744815	BIOLOGICAL_REGION	
123744816	LOC123744816	BIOLOGICAL_REGION	
123744817	LOC123744817	BIOLOGICAL_REGION	
123744818	LOC123744818	BIOLOGICAL_REGION	
123744819	LOC123744819	BIOLOGICAL_REGION	
123744820	LOC123744820	BIOLOGICAL_REGION	
123744821	LOC123744821	BIOLOGICAL_REGION	
123744822	LOC123744822	BIOLOGICAL_REGION	
123744823	LOC123744823	BIOLOGICAL_REGION	
123744824	LOC123744824	BIOLOGICAL_REGION	
123744825	LOC123744825	BIOLOGICAL_REGION	
123744826	LOC123744826	BIOLOGICAL_REGION	
123744827	LOC123744827	BIOLOGICAL_REGION	
123744828	LOC123744828	BIOLOGICAL_REGION	
123744829	LOC123744829	BIOLOGICAL_REGION	
123744830	LOC123744830	BIOLOGICAL_REGION	
123744831	LOC123744831	BIOLOGICAL_REGION	
123744832	LOC123744832	BIOLOGICAL_REGION	
123744833	LOC123744833	BIOLOGICAL_REGION	
123744834	LOC123744834	BIOLOGICAL_REGION	
123744835	LOC123744835	BIOLOGICAL_REGION	
123744836	LOC123744836	BIOLOGICAL_REGION	
123744837	LOC123744837	BIOLOGICAL_REGION	
123744838	LOC123744838	BIOLOGICAL_REGION	
123744839	LOC123744839	BIOLOGICAL_REGION	
123744840	LOC123744840	BIOLOGICAL_REGION	
123744841	LOC123744841	BIOLOGICAL_REGION	
123775	C16orf46	PROTEIN_CODING	Q6P387
123775374	LOC123775374	BIOLOGICAL_REGION	
123775375	LOC123775375	BIOLOGICAL_REGION	
123775376	LOC123775376	BIOLOGICAL_REGION	
123775377	LOC123775377	BIOLOGICAL_REGION	
123775378	LOC123775378	BIOLOGICAL_REGION	
123775379	LOC123775379	BIOLOGICAL_REGION	
123775380	LOC123775380	BIOLOGICAL_REGION	
123775381	LOC123775381	BIOLOGICAL_REGION	
123775382	LOC123775382	BIOLOGICAL_REGION	
123775383	LOC123775383	BIOLOGICAL_REGION	
123775384	LOC123775384	BIOLOGICAL_REGION	
123775385	LOC123775385	BIOLOGICAL_REGION	
123775386	LOC123775386	BIOLOGICAL_REGION	
123775387	LOC123775387	BIOLOGICAL_REGION	
123775388	LOC123775388	BIOLOGICAL_REGION	
123775389	LOC123775389	BIOLOGICAL_REGION	
123775390	LOC123775390	BIOLOGICAL_REGION	
123775391	LOC123775391	BIOLOGICAL_REGION	
123775392	LOC123775392	BIOLOGICAL_REGION	
123775393	LOC123775393	BIOLOGICAL_REGION	
123775394	LOC123775394	BIOLOGICAL_REGION	
123775395	LOC123775395	BIOLOGICAL_REGION	
123775396	LOC123775396	BIOLOGICAL_REGION	
123775397	LOC123775397	BIOLOGICAL_REGION	
123775398	LOC123775398	BIOLOGICAL_REGION	
123775399	LOC123775399	BIOLOGICAL_REGION	
123775400	LOC123775400	BIOLOGICAL_REGION	
123775401	LOC123775401	BIOLOGICAL_REGION	
123775402	LOC123775402	BIOLOGICAL_REGION	
123775403	LOC123775403	BIOLOGICAL_REGION	
123775404	LOC123775404	BIOLOGICAL_REGION	
123775405	LOC123775405	BIOLOGICAL_REGION	
123787	PRSS29P	PSEUDO	A6NIE9
123833521	LOC123833521	BIOLOGICAL_REGION	
123833522	LOC123833522	BIOLOGICAL_REGION	
123833523	LOC123833523	BIOLOGICAL_REGION	
123833524	LOC123833524	BIOLOGICAL_REGION	
123833525	LOC123833525	BIOLOGICAL_REGION	
123833526	LOC123833526	BIOLOGICAL_REGION	
123833527	LOC123833527	BIOLOGICAL_REGION	
123833528	LOC123833528	BIOLOGICAL_REGION	
123833529	LOC123833529	BIOLOGICAL_REGION	
123833530	LOC123833530	BIOLOGICAL_REGION	
123833531	LOC123833531	BIOLOGICAL_REGION	
123833532	LOC123833532	BIOLOGICAL_REGION	
123833533	LOC123833533	BIOLOGICAL_REGION	
123833534	LOC123833534	BIOLOGICAL_REGION	
123833535	LOC123833535	BIOLOGICAL_REGION	
123833536	LOC123833536	BIOLOGICAL_REGION	
123833537	LOC123833537	BIOLOGICAL_REGION	
123862	LOC123862	PSEUDO	
123864060	LOC123864060	BIOLOGICAL_REGION	
123864061	LOC123864061	BIOLOGICAL_REGION	
123864062	LOC123864062	BIOLOGICAL_REGION	
123864063	LOC123864063	BIOLOGICAL_REGION	
123864064	LOC123864064	BIOLOGICAL_REGION	
123864065	LOC123864065	BIOLOGICAL_REGION	
123864066	LOC123864066	BIOLOGICAL_REGION	
123864067	LOC123864067	BIOLOGICAL_REGION	
123864068	LOC123864068	BIOLOGICAL_REGION	
123864069	LOC123864069	BIOLOGICAL_REGION	
